order_id,customer_id,product_id,order_date,quantity,amount
1692,236,82,01-01-2024,-1,2000
1693,17,60,invalid,2,1000
1694,231,43,,3,
1695,76,57,01-01-2024,-2,2000
1696,198,57,10-02-2024,3,-100
1697,135,75,01-01-2024,-1,-100
1698,133,54,10-02-2024,3,1000
1699,196,81,invalid,-2,1000
1700,23,45,01-01-2024,4,-100
1701,247,86,invalid,-2,2000
1702,58,37,01-01-2024,-1,2000
1703,117,84,10-02-2024,0,2000
1704,8,48,10-02-2024,3,
1705,25,54,01-01-2024,2,
1706,285,48,10-02-2024,-2,2000
1707,295,6,15-03-2024,4,-100
1708,149,34,15-03-2024,-2,1000
1709,227,63,invalid,3,5000
1710,176,78,15-03-2024,0,1000
1711,267,48,15-03-2024,3,1000
1712,107,23,,4,5000
1713,59,84,,4,2000
1714,202,13,,-1,1000
1715,136,47,,2,5000
1716,247,44,10-02-2024,3,-100
1717,80,32,invalid,-2,-100
1718,96,26,invalid,-2,-100
1719,149,53,15-03-2024,-1,2000
1720,124,14,invalid,0,1000
1721,81,52,15-03-2024,3,1000
1722,196,36,invalid,1,
1723,177,8,01-01-2024,0,-100
1724,78,40,01-01-2024,-2,2000
1725,77,86,invalid,4,5000
1726,168,22,10-02-2024,3,2000
1727,36,16,15-03-2024,4,1000
1728,288,91,invalid,-2,-100
1729,208,60,15-03-2024,2,
1730,35,60,,0,2000
1731,267,10,invalid,1,
1732,59,25,10-02-2024,2,1000
1733,280,31,,1,5000
1734,250,21,invalid,2,2000
1735,47,91,01-01-2024,0,1000
1736,267,81,invalid,-2,-100
1737,267,33,01-01-2024,1,2000
1738,293,31,01-01-2024,0,
1739,176,90,invalid,1,2000
1740,53,21,invalid,0,1000
1741,253,36,01-01-2024,2,1000
1742,40,65,15-03-2024,0,
1743,106,4,,2,1000
1744,94,68,10-02-2024,-2,2000
1745,291,90,invalid,2,
1746,188,4,,-1,1000
1747,157,9,,-2,1000
1748,107,30,15-03-2024,4,2000
1749,215,45,,4,1000
1750,227,4,invalid,4,2000
1751,145,69,,3,-100
1752,60,23,invalid,3,2000
1753,4,16,invalid,0,5000
1754,12,22,01-01-2024,0,1000
1755,60,72,15-03-2024,-1,-100
1756,188,48,10-02-2024,0,
1757,164,62,01-01-2024,-2,5000
1758,69,97,10-02-2024,-2,
1759,162,60,invalid,4,5000
1760,5,80,01-01-2024,2,-100
1761,39,5,,1,-100
1762,255,80,,0,-100
1763,17,7,10-02-2024,-1,5000
1764,267,51,invalid,4,2000
1765,69,65,10-02-2024,3,
1766,278,9,15-03-2024,-2,2000
1767,294,82,,-2,2000
1768,17,45,01-01-2024,-2,1000
1769,176,47,01-01-2024,1,
1770,33,67,01-01-2024,1,5000
1771,84,24,,0,1000
1772,220,92,invalid,3,1000
1773,118,10,,-1,-100
1774,42,73,,1,5000
1775,240,77,01-01-2024,2,2000
1776,8,48,,1,2000
1777,240,35,01-01-2024,-2,2000
1778,5,54,invalid,-1,-100
1779,2,87,15-03-2024,0,2000
1780,63,81,01-01-2024,1,
1781,229,71,10-02-2024,-2,2000
1782,180,16,15-03-2024,4,2000
1783,187,53,invalid,2,
1784,47,40,15-03-2024,2,-100
1785,102,100,01-01-2024,4,1000
1786,184,20,invalid,0,5000
1787,218,88,10-02-2024,0,-100
1788,137,69,01-01-2024,1,2000
1789,116,45,01-01-2024,0,1000
1790,107,6,invalid,3,5000
1791,153,92,invalid,3,5000
1792,114,69,15-03-2024,-2,5000
1793,266,49,10-02-2024,-2,
1794,43,39,15-03-2024,-2,
1795,255,2,15-03-2024,3,1000
1796,113,39,01-01-2024,1,2000
1797,59,21,invalid,1,1000
1798,118,40,01-01-2024,0,2000
1799,153,82,10-02-2024,1,-100
1800,97,54,15-03-2024,-2,5000
1801,84,12,10-02-2024,-1,5000
1802,190,81,invalid,-2,
1803,70,37,invalid,3,-100
1804,10,38,,4,-100
1805,237,15,10-02-2024,-1,2000
1806,246,7,01-01-2024,0,-100
1807,181,78,10-02-2024,2,
1808,29,50,15-03-2024,4,2000
1809,101,65,invalid,1,1000
1810,201,67,invalid,1,2000
1811,12,44,10-02-2024,3,1000
1812,240,31,10-02-2024,-2,2000
1813,14,43,10-02-2024,-2,5000
1814,112,77,15-03-2024,-1,1000
1815,186,48,15-03-2024,1,
1816,31,82,01-01-2024,4,1000
1817,117,81,10-02-2024,3,1000
1818,86,81,01-01-2024,4,2000
1819,53,61,,0,5000
1820,229,75,15-03-2024,-2,2000
1821,220,84,invalid,4,2000
1822,153,10,,1,5000
1823,293,29,invalid,2,2000
1824,1,48,,3,5000
1825,117,98,01-01-2024,-1,
1826,22,81,01-01-2024,-2,5000
1827,174,62,15-03-2024,-2,-100
1828,148,13,invalid,0,5000
1829,283,44,,-2,5000
1830,12,47,10-02-2024,3,-100
1831,157,64,10-02-2024,1,5000
1832,274,91,15-03-2024,1,1000
1833,251,53,invalid,1,2000
1834,257,90,10-02-2024,2,2000
1835,165,92,15-03-2024,2,
1836,40,77,15-03-2024,-2,
1837,147,76,invalid,4,-100
1838,111,44,10-02-2024,2,1000
1839,208,28,10-02-2024,4,
1840,78,2,10-02-2024,4,2000
1841,137,57,01-01-2024,2,
1842,160,57,10-02-2024,0,
1843,231,34,,2,5000
1844,242,87,01-01-2024,-1,
1845,170,58,01-01-2024,-1,-100
1846,117,52,01-01-2024,4,2000
1847,243,29,01-01-2024,-1,-100
1848,162,35,15-03-2024,-2,-100
1849,294,75,,1,1000
1850,254,48,invalid,0,5000
1851,130,33,10-02-2024,-2,-100
1852,53,75,01-01-2024,1,1000
1853,119,73,invalid,0,2000
1854,289,78,15-03-2024,4,2000
1855,1,9,invalid,0,1000
1856,276,48,01-01-2024,0,-100
1857,164,67,,-1,-100
1858,217,93,invalid,-1,5000
1859,230,83,01-01-2024,-1,5000
1860,245,36,01-01-2024,0,2000
1861,12,96,10-02-2024,3,5000
1862,282,71,10-02-2024,0,1000
1863,92,92,,-1,2000
1864,164,44,10-02-2024,0,-100
1865,272,82,,-1,2000
1866,75,60,15-03-2024,-1,
1867,156,63,15-03-2024,-1,2000
1868,299,5,10-02-2024,4,5000
1869,227,87,15-03-2024,4,1000
1870,195,86,invalid,3,-100
1871,118,90,invalid,1,-100
1872,245,76,invalid,0,5000
1873,49,40,15-03-2024,-2,5000
1874,114,19,invalid,-1,5000
1875,143,47,,3,
1876,171,65,01-01-2024,-2,1000
1877,264,67,10-02-2024,4,
1878,215,91,,1,5000
1879,289,18,invalid,0,1000
1880,42,50,01-01-2024,4,5000
1881,208,30,10-02-2024,3,1000
1882,167,66,,-1,-100
1883,1,5,10-02-2024,-1,
1884,201,93,15-03-2024,-1,5000
1885,85,97,invalid,3,5000
1886,261,42,,4,2000
1887,215,84,,-2,-100
1888,113,94,01-01-2024,1,5000
1889,278,5,01-01-2024,0,
1890,74,50,01-01-2024,1,-100
1891,209,85,10-02-2024,4,5000
1892,150,58,invalid,-1,
1893,113,79,10-02-2024,1,2000
1894,79,84,invalid,-2,2000
1895,13,8,,2,
1896,102,31,10-02-2024,4,-100
1897,150,12,10-02-2024,2,
1898,220,21,10-02-2024,0,
1899,186,94,15-03-2024,0,2000
1900,100,62,invalid,1,2000
1901,121,91,invalid,0,2000
1902,188,90,10-02-2024,4,5000
1903,12,33,15-03-2024,3,5000
1904,227,26,10-02-2024,-2,1000
1905,96,90,invalid,-1,5000
1906,289,100,,-1,-100
1907,107,40,15-03-2024,1,-100
1908,161,65,15-03-2024,-1,2000
1909,90,59,10-02-2024,1,
1910,5,15,,0,2000
1911,274,1,invalid,0,
1912,12,11,01-01-2024,3,2000
1913,29,55,invalid,3,2000
1914,250,2,invalid,-2,-100
1915,259,65,,-1,
1916,229,95,15-03-2024,4,1000
1917,59,44,invalid,3,1000
1918,164,16,15-03-2024,-2,2000
1919,98,22,,2,2000
1920,111,18,,3,-100
1921,42,47,10-02-2024,-2,
1922,6,81,01-01-2024,1,2000
1923,154,30,,1,1000
1924,164,10,,-2,
1925,118,99,15-03-2024,0,2000
1926,294,58,,2,
1927,45,62,invalid,-2,-100
1928,66,85,10-02-2024,3,1000
1929,291,80,10-02-2024,0,
1930,113,6,invalid,-2,1000
1931,218,67,,-1,2000
1932,173,41,01-01-2024,3,5000
1933,144,43,,3,
1934,42,85,10-02-2024,1,1000
1935,31,77,01-01-2024,-1,
1936,160,18,15-03-2024,-1,2000
1937,92,58,15-03-2024,3,2000
1938,294,60,,2,1000
1939,264,88,,4,-100
1940,145,27,01-01-2024,0,
1941,93,68,01-01-2024,1,
1942,264,22,,-1,2000
1943,154,24,10-02-2024,1,
1944,271,40,15-03-2024,3,1000
1945,173,74,01-01-2024,0,5000
1946,61,66,10-02-2024,-2,2000
1947,10,40,,-1,5000
1948,198,6,invalid,0,
1949,172,18,01-01-2024,4,-100
1950,117,81,invalid,1,1000
1951,14,87,10-02-2024,3,
1952,20,30,15-03-2024,0,1000
1953,84,21,10-02-2024,-2,
1954,83,62,15-03-2024,0,
1955,165,10,10-02-2024,3,
1956,76,13,01-01-2024,1,2000
1957,285,76,01-01-2024,-1,5000
1958,30,9,invalid,4,-100
1959,261,68,10-02-2024,4,5000
1960,134,39,10-02-2024,-1,5000
1961,218,24,invalid,2,1000
1962,160,34,,1,2000
1963,241,61,10-02-2024,4,2000
1964,224,41,10-02-2024,2,
1965,35,5,10-02-2024,2,5000
1966,264,79,,3,-100
1967,36,50,01-01-2024,3,1000
1968,191,4,invalid,3,2000
1969,75,51,,-2,
1970,171,52,15-03-2024,1,-100
1971,7,39,15-03-2024,-1,5000
1972,183,8,,1,-100
1973,275,45,,3,2000
1974,70,88,01-01-2024,-2,1000
1975,292,28,15-03-2024,1,5000
1976,48,27,invalid,1,1000
1977,173,65,10-02-2024,2,-100
1978,146,34,10-02-2024,1,-100
1979,282,81,01-01-2024,2,
1980,249,62,01-01-2024,2,5000
1981,117,62,15-03-2024,0,-100
1982,174,38,invalid,3,2000
1983,14,26,invalid,4,2000
1984,260,24,,-2,1000
1985,263,39,01-01-2024,2,2000
1986,143,21,10-02-2024,1,-100
1987,251,94,10-02-2024,2,2000
1988,17,47,15-03-2024,2,5000
1989,90,48,10-02-2024,2,1000
1990,143,13,invalid,-1,5000
1991,217,3,invalid,4,-100
1992,229,32,01-01-2024,4,-100
1993,209,35,15-03-2024,-1,2000
1994,157,19,10-02-2024,-1,
1995,40,14,01-01-2024,-1,
1996,285,48,,4,-100
1997,97,86,,0,-100
1998,156,81,10-02-2024,2,1000
1999,272,68,10-02-2024,0,-100
2000,160,45,10-02-2024,1,-100
2001,76,19,invalid,4,1000
2002,118,64,10-02-2024,3,5000
2003,92,66,,4,5000
2004,80,79,10-02-2024,-2,1000
2005,42,66,15-03-2024,0,1000
2006,123,75,,-1,5000
2007,200,45,15-03-2024,-1,5000
2008,173,87,,1,5000
2009,17,74,01-01-2024,2,5000
2010,147,67,,-2,2000
2011,154,69,,0,1000
2012,66,3,15-03-2024,2,
2013,164,38,15-03-2024,2,2000
2014,173,77,,3,
2015,117,42,,3,
2016,103,83,invalid,0,-100
2017,118,40,01-01-2024,0,1000
2018,220,50,01-01-2024,0,2000
2019,90,35,10-02-2024,0,1000
2020,237,24,,-1,5000
2021,158,88,,4,1000
2022,93,17,,4,
2023,191,40,,2,5000
2024,92,74,01-01-2024,4,1000
2025,70,66,15-03-2024,2,1000
2026,160,44,invalid,-1,
2027,282,23,15-03-2024,4,5000
2028,235,6,15-03-2024,2,
2029,111,66,01-01-2024,0,1000
2030,233,21,invalid,-2,2000
2031,288,35,,4,2000
2032,58,29,01-01-2024,3,-100
2033,131,7,01-01-2024,3,2000
2034,260,93,invalid,2,5000
2035,114,53,10-02-2024,-2,-100
2036,267,37,01-01-2024,3,5000
2037,66,23,15-03-2024,4,2000
2038,137,97,15-03-2024,-2,2000
2039,229,8,,-1,1000
2040,73,76,01-01-2024,1,5000
2041,53,48,,2,
2042,236,10,01-01-2024,-1,1000
2043,37,79,invalid,-1,5000
2044,149,24,01-01-2024,-2,-100
2045,164,90,10-02-2024,2,5000
2046,170,47,15-03-2024,-1,-100
2047,104,53,invalid,0,-100
2048,152,39,15-03-2024,-1,2000
2049,169,67,,0,
2050,18,66,invalid,1,5000
2051,25,6,10-02-2024,0,
2052,98,21,15-03-2024,0,-100
2053,274,73,01-01-2024,-2,2000
2054,192,74,01-01-2024,-1,
2055,45,36,01-01-2024,1,1000
2056,258,3,invalid,-1,-100
2057,73,88,10-02-2024,4,1000
2058,239,86,10-02-2024,4,
2059,276,78,10-02-2024,0,
2060,161,42,15-03-2024,3,
2061,192,45,invalid,0,5000
2062,121,44,01-01-2024,-1,-100
2063,158,91,15-03-2024,1,-100
2064,283,33,10-02-2024,3,-100
2065,82,60,01-01-2024,1,5000
2066,86,86,invalid,-2,
2067,200,93,,0,
2068,130,83,10-02-2024,0,1000
2069,144,83,10-02-2024,4,5000
2070,130,70,10-02-2024,-2,2000
2071,221,83,10-02-2024,4,5000
2072,27,77,01-01-2024,-1,1000
2073,264,26,invalid,0,1000
2074,296,86,15-03-2024,-1,1000
2075,41,21,01-01-2024,1,
2076,201,100,invalid,3,2000
2077,228,2,15-03-2024,3,1000
2078,285,47,10-02-2024,3,-100
2079,156,30,invalid,4,
2080,161,27,10-02-2024,2,2000
2081,17,71,invalid,-2,-100
2082,141,20,,3,2000
2083,180,50,10-02-2024,0,2000
2084,177,95,10-02-2024,-2,-100
2085,24,23,10-02-2024,1,5000
2086,151,13,01-01-2024,1,2000
2087,49,81,15-03-2024,4,5000
2088,120,4,10-02-2024,1,2000
2089,91,14,10-02-2024,1,-100
2090,214,20,01-01-2024,2,2000
2091,160,13,01-01-2024,-1,1000
2092,154,3,,-1,1000
2093,283,90,invalid,3,2000
2094,270,90,10-02-2024,2,-100
2095,184,82,invalid,4,-100
2096,257,96,01-01-2024,-1,
2097,8,78,01-01-2024,4,-100
2098,151,47,,4,5000
2099,25,3,15-03-2024,1,2000
2100,75,1,01-01-2024,-1,1000
2101,231,90,10-02-2024,-2,-100
2102,163,24,,3,1000
2103,51,35,15-03-2024,-1,
2104,151,14,,-2,2000
2105,268,67,01-01-2024,0,-100
2106,10,13,15-03-2024,-2,1000
2107,174,47,invalid,-2,-100
2108,98,50,15-03-2024,1,
2109,99,78,10-02-2024,1,1000
2110,187,85,invalid,3,1000
2111,130,26,invalid,1,2000
2112,110,3,10-02-2024,-2,2000
2113,249,51,invalid,2,1000
2114,76,40,01-01-2024,1,2000
2115,215,68,15-03-2024,1,1000
2116,65,36,15-03-2024,-2,5000
2117,218,51,10-02-2024,0,-100
2118,221,1,01-01-2024,0,5000
2119,58,33,invalid,-1,5000
2120,114,7,15-03-2024,3,-100
2121,217,52,15-03-2024,0,1000
2122,237,11,15-03-2024,1,1000
2123,185,27,15-03-2024,2,2000
2124,44,14,,-1,
2125,29,86,10-02-2024,3,1000
2126,137,80,invalid,2,-100
2127,192,46,invalid,2,
2128,125,76,10-02-2024,1,-100
2129,23,10,01-01-2024,-2,-100
2130,225,24,10-02-2024,-2,-100
2131,130,61,15-03-2024,-2,
2132,84,18,15-03-2024,0,5000
2133,73,86,10-02-2024,-2,-100
2134,96,9,10-02-2024,3,2000
2135,158,17,invalid,1,1000
2136,5,58,invalid,0,1000
2137,132,13,,3,1000
2138,149,50,,-2,
2139,40,6,15-03-2024,3,2000
2140,68,85,,2,2000
2141,22,51,,1,2000
2142,153,36,01-01-2024,1,2000
2143,227,71,10-02-2024,3,2000
2144,179,100,invalid,-1,5000
2145,20,25,,1,2000
2146,147,11,invalid,2,2000
2147,197,44,,1,
2148,136,14,,-1,
2149,296,29,15-03-2024,1,2000
2150,102,74,01-01-2024,4,5000
2151,123,50,10-02-2024,1,2000
2152,201,5,10-02-2024,-1,2000
2153,39,72,15-03-2024,4,2000
2154,27,69,15-03-2024,4,-100
2155,195,88,10-02-2024,1,5000
2156,253,57,10-02-2024,3,1000
2157,22,26,01-01-2024,0,2000
2158,161,6,,4,1000
2159,121,16,01-01-2024,3,5000
2160,291,60,10-02-2024,1,2000
2161,25,100,,-2,1000
2162,99,12,10-02-2024,-2,1000
2163,107,75,01-01-2024,0,5000
2164,149,3,01-01-2024,4,2000
2165,62,63,01-01-2024,1,-100
2166,213,64,,2,5000
2167,161,62,invalid,4,-100
2168,54,6,invalid,1,2000
2169,130,19,10-02-2024,-2,1000
2170,26,18,,-1,5000
2171,76,80,15-03-2024,0,5000
2172,252,87,invalid,-1,5000
2173,233,43,,2,
2174,145,73,,1,2000
2175,292,3,invalid,2,
2176,103,72,,-1,5000
2177,77,38,,1,5000
2178,131,68,invalid,4,-100
2179,267,76,01-01-2024,3,
2180,128,44,10-02-2024,3,1000
2181,115,95,15-03-2024,4,2000
2182,89,89,10-02-2024,2,1000
2183,232,80,01-01-2024,3,1000
2184,56,63,01-01-2024,3,2000
2185,257,42,,-2,5000
2186,229,64,10-02-2024,3,-100
2187,229,54,01-01-2024,-2,5000
2188,192,78,10-02-2024,0,5000
2189,8,77,01-01-2024,-2,
2190,68,71,15-03-2024,-2,1000
2191,125,76,01-01-2024,-1,1000
2192,120,37,10-02-2024,-2,1000
2193,216,4,,-2,-100
2194,92,2,10-02-2024,-1,-100
2195,143,99,invalid,-2,-100
2196,263,44,10-02-2024,3,2000
2197,121,67,15-03-2024,4,-100
2198,144,68,15-03-2024,-2,
2199,115,76,15-03-2024,0,
2200,286,83,01-01-2024,-2,5000
2201,170,74,15-03-2024,-2,5000
2202,273,62,10-02-2024,0,5000
2203,103,1,,4,5000
2204,39,17,15-03-2024,-1,
2205,86,16,10-02-2024,3,5000
2206,128,9,01-01-2024,4,
2207,183,53,01-01-2024,-2,-100
2208,34,73,,3,-100
2209,58,59,,2,2000
2210,129,9,10-02-2024,3,5000
2211,140,12,,-1,-100
2212,34,41,,-1,-100
2213,280,15,01-01-2024,4,1000
2214,119,66,10-02-2024,-2,1000
2215,255,75,,0,
2216,172,11,10-02-2024,-1,2000
2217,252,8,15-03-2024,0,1000
2218,194,55,01-01-2024,4,2000
2219,178,96,01-01-2024,4,-100
2220,98,6,01-01-2024,2,
2221,135,53,invalid,0,2000
2222,277,20,10-02-2024,4,1000
2223,134,39,15-03-2024,4,-100
2224,17,99,,4,5000
2225,17,72,15-03-2024,1,-100
2226,209,34,10-02-2024,4,1000
2227,117,57,01-01-2024,4,1000
2228,68,19,invalid,0,5000
2229,41,71,10-02-2024,-1,-100
2230,100,31,10-02-2024,0,2000
2231,285,82,,0,2000
2232,156,40,15-03-2024,1,-100
2233,48,14,15-03-2024,1,2000
2234,231,100,,-2,-100
2235,43,81,invalid,-1,-100
2236,146,37,01-01-2024,4,1000
2237,190,44,01-01-2024,-2,
2238,289,9,invalid,4,1000
2239,175,58,,4,2000
2240,287,20,10-02-2024,1,
2241,102,92,15-03-2024,4,-100
2242,120,50,10-02-2024,4,2000
2243,160,20,15-03-2024,0,5000
2244,130,36,10-02-2024,1,2000
2245,225,27,,2,
2246,200,72,,0,
2247,95,32,invalid,-2,-100
2248,252,1,10-02-2024,0,5000
2249,154,17,10-02-2024,2,-100
2250,109,9,invalid,1,5000
2251,56,84,invalid,-1,5000
2252,78,45,,4,-100
2253,98,96,,3,2000
2254,96,66,10-02-2024,-1,1000
2255,257,32,,-1,5000
2256,146,45,,4,
2257,92,9,10-02-2024,1,-100
2258,286,30,invalid,-1,2000
2259,141,84,10-02-2024,2,5000
2260,239,38,01-01-2024,4,2000
2261,294,60,10-02-2024,1,-100
2262,3,1,01-01-2024,-1,
2263,5,5,10-02-2024,4,5000
2264,165,63,01-01-2024,3,5000
2265,258,99,01-01-2024,-2,2000
2266,148,36,10-02-2024,1,-100
2267,281,65,,1,1000
2268,55,78,15-03-2024,0,5000
2269,130,73,,4,
2270,296,94,01-01-2024,-1,5000
2271,154,24,10-02-2024,-2,5000
2272,257,4,10-02-2024,4,1000
2273,1,78,10-02-2024,3,1000
2274,289,89,10-02-2024,2,-100
2275,243,68,15-03-2024,1,5000
2276,124,25,invalid,2,5000
2277,138,74,01-01-2024,2,2000
2278,137,99,15-03-2024,2,2000
2279,39,7,,0,
2280,93,13,invalid,4,
2281,229,68,invalid,2,2000
2282,54,43,10-02-2024,-1,
2283,267,57,15-03-2024,-1,5000
2284,147,36,,-2,1000
2285,119,14,10-02-2024,-2,5000
2286,281,82,10-02-2024,3,2000
2287,63,72,01-01-2024,2,-100
2288,146,96,invalid,2,-100
2289,19,27,,0,2000
2290,172,37,invalid,4,5000
2291,92,87,15-03-2024,2,
2292,108,71,01-01-2024,2,
2293,269,76,10-02-2024,4,-100
2294,192,25,01-01-2024,2,2000
2295,233,67,10-02-2024,1,2000
2296,213,90,01-01-2024,1,1000
2297,187,4,10-02-2024,0,-100
2298,51,100,invalid,0,2000
2299,151,79,invalid,-1,1000
2300,195,96,invalid,0,
2301,243,93,invalid,3,-100
2302,92,74,01-01-2024,-1,-100
2303,93,85,10-02-2024,4,2000
2304,96,16,invalid,2,2000
2305,14,19,01-01-2024,0,5000
2306,85,29,10-02-2024,3,
2307,177,51,01-01-2024,0,
2308,14,18,invalid,0,1000
2309,130,58,15-03-2024,-1,1000
2310,98,44,01-01-2024,4,5000
2311,59,16,invalid,4,
2312,116,65,,-1,1000
2313,29,2,10-02-2024,-2,
2314,106,56,invalid,-1,
2315,263,79,,-1,1000
2316,131,28,01-01-2024,1,2000
2317,67,65,01-01-2024,0,2000
2318,150,5,,-1,1000
2319,233,22,,0,5000
2320,157,100,10-02-2024,0,-100
2321,30,13,01-01-2024,1,
2322,161,65,,0,-100
2323,113,16,15-03-2024,3,1000
2324,61,86,15-03-2024,-1,
2325,14,64,,0,-100
2326,252,32,10-02-2024,-2,2000
2327,106,80,01-01-2024,-2,5000
2328,150,51,15-03-2024,1,-100
2329,17,79,,3,5000
2330,289,58,,4,2000
2331,137,46,invalid,4,-100
2332,205,52,,-1,1000
2333,45,63,10-02-2024,1,
2334,164,76,15-03-2024,-2,2000
2335,34,60,invalid,3,5000
2336,106,65,15-03-2024,-1,5000
2337,129,81,15-03-2024,0,2000
2338,149,55,10-02-2024,-1,1000
2339,170,57,,2,1000
2340,146,92,10-02-2024,-1,5000
2341,176,71,,0,2000
2342,271,73,invalid,2,2000
2343,221,86,10-02-2024,4,
2344,12,26,10-02-2024,3,5000
2345,60,12,01-01-2024,1,1000
2346,228,71,10-02-2024,3,-100
2347,88,46,01-01-2024,-1,1000
2348,2,47,,4,1000
2349,223,79,,1,-100
2350,85,38,,-1,5000
2351,155,21,01-01-2024,-2,
2352,28,14,,-2,1000
2353,14,2,15-03-2024,0,1000
2354,36,72,10-02-2024,4,5000
2355,182,70,01-01-2024,4,5000
2356,242,33,,3,2000
2357,62,6,15-03-2024,-2,5000
2358,195,90,10-02-2024,2,5000
2359,289,37,10-02-2024,2,1000
2360,202,14,,4,
2361,278,37,15-03-2024,4,1000
2362,158,8,01-01-2024,-1,5000
2363,49,77,,4,2000
2364,123,13,10-02-2024,1,
2365,179,40,10-02-2024,2,2000
2366,179,92,10-02-2024,-1,-100
2367,157,58,,1,2000
2368,9,18,invalid,4,2000
2369,200,57,invalid,4,5000
2370,293,83,invalid,-2,5000
2371,117,38,15-03-2024,-1,5000
2372,264,32,,1,5000
2373,150,86,10-02-2024,0,5000
2374,29,66,15-03-2024,4,2000
2375,265,77,invalid,3,-100
2376,266,87,01-01-2024,3,5000
2377,148,25,15-03-2024,4,-100
2378,236,92,15-03-2024,0,-100
2379,85,58,,2,1000
2380,233,75,15-03-2024,3,1000
2381,109,33,,1,
2382,100,88,01-01-2024,4,1000
2383,84,66,10-02-2024,4,5000
2384,215,30,10-02-2024,4,-100
2385,131,81,invalid,0,
2386,254,34,invalid,2,1000
2387,11,86,01-01-2024,-1,2000
2388,167,69,10-02-2024,4,
2389,5,48,invalid,-1,5000
2390,209,40,15-03-2024,1,-100
2391,227,51,,1,5000
2392,125,80,invalid,1,5000
2393,285,13,01-01-2024,3,2000
2394,221,90,10-02-2024,1,2000
2395,147,31,01-01-2024,4,-100
2396,171,39,,0,1000
2397,224,63,,0,5000
2398,84,48,01-01-2024,2,1000
2399,252,87,invalid,0,-100
2400,102,48,invalid,3,5000
2401,229,61,10-02-2024,-1,1000
2402,83,12,10-02-2024,2,5000
2403,292,78,15-03-2024,0,2000
2404,288,56,15-03-2024,1,2000
2405,224,18,10-02-2024,0,
2406,12,27,15-03-2024,-2,-100
2407,124,28,01-01-2024,2,1000
2408,33,82,invalid,4,5000
2409,81,80,15-03-2024,4,
2410,79,52,15-03-2024,3,-100
2411,47,16,01-01-2024,0,-100
2412,234,77,,0,-100
2413,245,58,10-02-2024,3,1000
2414,59,93,01-01-2024,-1,2000
2415,196,9,,1,
2416,259,26,01-01-2024,1,1000
2417,19,28,invalid,-1,5000
2418,210,77,01-01-2024,-1,1000
2419,239,36,01-01-2024,-2,5000
2420,260,9,invalid,3,5000
2421,114,47,10-02-2024,2,-100
2422,85,78,,1,1000
2423,180,51,15-03-2024,-1,2000
2424,63,76,10-02-2024,-1,5000
2425,84,57,01-01-2024,3,-100
2426,120,32,15-03-2024,4,2000
2427,28,67,invalid,2,1000
2428,264,57,10-02-2024,-1,2000
2429,1,54,,4,1000
2430,4,16,10-02-2024,-2,5000
2431,15,62,10-02-2024,2,
2432,150,84,15-03-2024,4,
2433,96,96,invalid,-2,5000
2434,191,56,invalid,0,2000
2435,43,23,10-02-2024,1,1000
2436,187,17,invalid,-1,
2437,299,80,15-03-2024,4,1000
2438,85,38,15-03-2024,2,5000
2439,55,72,,-2,2000
2440,268,83,invalid,1,1000
2441,278,30,,1,2000
2442,205,58,01-01-2024,-1,
2443,60,98,15-03-2024,4,1000
2444,155,78,10-02-2024,1,-100
2445,288,22,15-03-2024,-1,
2446,215,17,01-01-2024,4,2000
2447,227,15,10-02-2024,4,5000
2448,280,48,invalid,0,-100
2449,249,32,invalid,-1,1000
2450,67,77,15-03-2024,3,
2451,265,85,10-02-2024,-2,1000
2452,204,40,10-02-2024,3,1000
2453,23,97,,4,-100
2454,123,57,01-01-2024,4,-100
2455,233,58,invalid,1,-100
2456,29,91,15-03-2024,1,-100
2457,252,99,10-02-2024,1,5000
2458,288,16,invalid,4,2000
2459,108,28,15-03-2024,-1,-100
2460,93,98,invalid,2,
2461,283,1,15-03-2024,-1,1000
2462,161,41,invalid,-2,-100
2463,271,48,,-1,
2464,150,31,01-01-2024,1,5000
2465,230,36,invalid,0,
2466,223,33,01-01-2024,-2,
2467,267,33,invalid,3,5000
2468,17,82,10-02-2024,0,5000
2469,84,23,,-2,1000
2470,274,60,,-2,-100
2471,62,87,01-01-2024,4,
2472,29,79,10-02-2024,1,2000
2473,250,90,15-03-2024,4,2000
2474,84,30,,3,1000
2475,192,89,10-02-2024,-1,2000
2476,3,45,10-02-2024,4,1000
2477,216,80,01-01-2024,3,-100
2478,85,39,10-02-2024,1,1000
2479,14,45,10-02-2024,1,5000
2480,21,78,15-03-2024,4,5000
2481,116,81,01-01-2024,1,5000
2482,41,12,01-01-2024,0,5000
2483,93,93,10-02-2024,3,5000
2484,101,32,15-03-2024,3,5000
2485,170,56,invalid,-2,5000
2486,15,24,,2,5000
2487,58,13,01-01-2024,-1,5000
2488,52,20,15-03-2024,1,-100
2489,146,79,15-03-2024,3,5000
2490,31,56,10-02-2024,3,1000
2491,63,53,,-2,-100
2492,20,68,01-01-2024,-1,2000
2493,192,54,invalid,2,
2494,157,34,10-02-2024,2,-100
2495,166,28,01-01-2024,1,5000
2496,189,50,01-01-2024,2,-100
2497,122,2,15-03-2024,2,
2498,62,94,,4,
2499,155,26,invalid,-1,5000
2500,153,51,,-1,5000
2501,220,47,15-03-2024,4,1000
2502,178,26,invalid,1,
2503,187,84,invalid,3,5000
